ID_INGRESO,MONTO,FUENTE_DE_INGRESO,ID_COMPROBANTE,ID_PLATAFORMA,ID_MARCA,ID_EPISODIO
1199,863.4,PLATAFORMA,,210002,,137025
1200,734.68,PLATAFORMA,,210003,,137029
1201,921.92,PLATAFORMA,,210003,,137030
1202,377.71,PLATAFORMA,,210002,,137031
1203,813.31,PLATAFORMA,,210002,,137037
1204,988.45,PLATAFORMA,,210003,,137043
1205,226.43,PLATAFORMA,,210003,,137044
1206,542.68,PLATAFORMA,,210002,,137048
1207,697.14,PLATAFORMA,,210003,,137052
1208,773.68,PLATAFORMA,,210003,,137064
1209,873.83,PLATAFORMA,,210002,,137070
1210,369.69,PLATAFORMA,,210001,,137071
1211,570.59,PLATAFORMA,,210002,,137085
1212,185.14,PLATAFORMA,,210003,,137088
1213,492.94,PLATAFORMA,,210001,,137090
1214,288.01,PLATAFORMA,,210001,,137091
1215,692.32,PLATAFORMA,,210001,,137092
1216,752.97,PLATAFORMA,,210001,,137094
1217,526.99,PLATAFORMA,,210003,,137095
1218,987.0,PLATAFORMA,,210001,,137101
1219,803.15,PLATAFORMA,,210003,,137103
1220,351.83,PLATAFORMA,,210001,,137107
1221,693.15,PLATAFORMA,,210001,,137110
1222,536.77,PLATAFORMA,,210001,,137119
1223,911.7,PLATAFORMA,,210003,,137129
1224,104.23,PLATAFORMA,,210003,,137132
1225,426.07,PLATAFORMA,,210001,,137142
